# simv0 diagnostic: method selection + RK45 step-size log
# DECOUPLED method: Classical RK4
#   reason: Stiffness: tau/h=   3.9 < 5, tol=  0.100 K: O(h^4) accuracy
# COUPLED   method: Classical RK4
#   reason: BTE-NS coupling, tau/h=   3.9, tol=  0.100 K: O(h^4) accuracy
# SPATIAL   method: RK45 Dormand-Prince (adaptive)
#   reason: Spatial 1D PDE, tau/h=   3.9: adaptive error control essential
#
# RK45 adaptive log (spatial mode only):
# t(s)          h_used(s)      err_norm       accept
          0.000     100.000000***************  REJECT
       1360.969       2.248627       0.374597  ACCEPT
       1363.218       2.462902       0.369087  ACCEPT
       1365.681       2.705602       0.634529  ACCEPT
       1368.386       2.666957       1.032255  REJECT
       1368.386       2.385070       0.536363  ACCEPT
       1370.772       2.431374       0.489750  ACCEPT
       1373.203       2.524059       0.558245  ACCEPT
       1375.727       2.552566       0.685627  ACCEPT
       1378.280       2.477433       0.709167  ACCEPT
       1380.757       2.388331       0.587444  ACCEPT
       1383.145       2.390803       0.486289  ACCEPT
       1385.536       2.485464       0.505140  ACCEPT
       1388.022       2.564292       0.634744  ACCEPT
       1390.586       2.527495       0.739185  ACCEPT
       1393.113       2.416474       0.659053  ACCEPT
       1395.530       2.363963       0.511674  ACCEPT
       1397.894       2.432677       0.468251  ACCEPT
       1400.326       2.548187       0.564415  ACCEPT
       1402.875       2.571307       0.725610  ACCEPT
       1405.446       2.467493       0.734734  ACCEPT
       1407.913       2.361959       0.569945  ACCEPT
       1410.275       2.378747       0.457580  ACCEPT
       1412.654       2.503211       0.495243  ACCEPT
       1415.157       2.592843       0.665311  ACCEPT
       1417.750       2.531710       0.785159  ACCEPT
       1420.282       2.391469       0.659126  ACCEPT
       1422.673       2.339449       0.480856  ACCEPT
       1425.013       2.437548       0.444935  ACCEPT
       1427.450       2.579505       0.576390  ACCEPT
       1430.030       2.592004       0.779671  ACCEPT
       1432.622       2.451861       0.762639  ACCEPT
       1435.074       2.329564       0.545126  ACCEPT
       1437.403       2.367106       0.425018  ACCEPT
       1439.770       2.528010       0.487119  ACCEPT
       1442.298       2.627207       0.708958  ACCEPT
       1444.926       2.532869       0.842664  ACCEPT
       1447.459       2.358981       0.653268  ACCEPT
       1449.817       2.311791       0.444098  ACCEPT
       1452.129       2.447345       0.420609  ACCEPT
       1454.577       2.619160       0.596452  ACCEPT
       1457.196       2.613903       0.852011  ACCEPT
       1459.810       2.429086       0.791391  ACCEPT
       1462.239       2.290906       0.512293  ACCEPT
       1464.530       2.356926       0.389644  ACCEPT
       1466.887       2.561267       0.481990  ACCEPT
       1469.448       2.667411       0.770058  ACCEPT
       1472.115       2.529459       0.913021  ACCEPT
       1474.645       2.318324       0.639434  ACCEPT
       1476.963       2.281694       0.402553  ACCEPT
       1479.245       2.463402       0.396376  ACCEPT
       1481.708       2.667818       0.627269  ACCEPT
       1484.376       2.635773       0.947202  ACCEPT
       1487.012       2.398070       0.818579  ACCEPT
       1489.410       2.246427       0.471912  ACCEPT
       1491.656       2.349431       0.353142  ACCEPT
       1494.006       2.603847       0.481152  ACCEPT
       1496.610       2.712698       0.853436  ACCEPT
       1499.322       2.520054       0.996275  ACCEPT
       1501.842       2.269742       0.616293  ACCEPT
       1504.112       2.250409       0.358528  ACCEPT
       1506.362       2.486563       0.373529  ACCEPT
       1508.849       2.725066       0.671400  ACCEPT
       1511.574       2.655971       1.068933  REJECT
       1511.574       2.358716       0.533399  ACCEPT
       1513.933       2.407176       0.458920  ACCEPT
       1516.340       2.531645       0.531498  ACCEPT
       1518.872       2.585503       0.704399  ACCEPT
       1521.457       2.495880       0.763982  ACCEPT
       1523.953       2.370553       0.606977  ACCEPT
       1526.324       2.357533       0.462668  ACCEPT
       1528.681       2.475406       0.468676  ACCEPT
       1531.156       2.592474       0.627352  ACCEPT
       1533.749       2.561266       0.792486  ACCEPT
       1536.310       2.414898       0.706658  ACCEPT
       1538.725       2.329697       0.503859  ACCEPT
       1541.055       2.404807       0.430766  ACCEPT
       1543.460       2.561383       0.534183  ACCEPT
       1546.021       2.613238       0.756391  ACCEPT
       1548.634       2.486980       0.806247  ACCEPT
       1551.121       2.336798       0.588693  ACCEPT
       1553.458       2.338223       0.427346  ACCEPT
       1555.796       2.494437       0.452538  ACCEPT
       1558.291       2.630778       0.661532  ACCEPT
       1560.921       2.571678       0.860067  ACCEPT
       1563.493       2.385352       0.714667  ACCEPT
       1565.878       2.296013       0.467376  ACCEPT
       1568.175       2.405933       0.400751  ACCEPT
       1570.580       2.599866       0.542484  ACCEPT
       1573.180       2.644332       0.827444  ACCEPT
       1575.825       2.471786       0.854426  ACCEPT
       1578.296       2.295718       0.561897  ACCEPT
       1580.592       2.318620       0.388443  ACCEPT
       1582.911       2.521196       0.437806  ACCEPT
       1585.432       2.676658       0.710580  ACCEPT
       1588.109       2.579365       0.946032  ACCEPT
       1590.688       2.347330       0.716509  ACCEPT
       1593.035       2.258252       0.424961  ACCEPT
       1595.294       2.411820       0.370205  ACCEPT
       1597.705       2.647884       0.558292  ACCEPT
       1600.353       2.677746       0.922720  ACCEPT
       1603.031       2.449051       0.906812  ACCEPT
       1605.480       2.247692       0.526393  ACCEPT
       1607.728       2.299944       0.347986  ACCEPT
       1610.028       2.556510       0.425614  ACCEPT
       1612.584       2.729524       0.778386  ACCEPT
       1615.314       2.582798       1.052188  REJECT
       1615.314       2.300988       0.535688  ACCEPT
       1617.615       2.346251       0.396717  ACCEPT
       1619.961       2.540509       0.467730  ACCEPT
       1622.501       2.661731       0.736150  ACCEPT
       1625.163       2.546909       0.908016  ACCEPT
       1627.710       2.336884       0.667468  ACCEPT
       1630.047       2.280308       0.418776  ACCEPT
       1632.327       2.442529       0.392360  ACCEPT
       1634.770       2.650607       0.596632  ACCEPT
       1637.420       2.645128       0.917766  ACCEPT
       1640.066       2.421825       0.841166  ACCEPT
       1642.487       2.256363       0.498268  ACCEPT
       1644.744       2.334311       0.358854  ACCEPT
       1647.078       2.578801       0.461815  ACCEPT
       1649.657       2.708736       0.809538  ACCEPT
       1652.366       2.543091       0.996259  ACCEPT
       1654.909       2.290498       0.651439  ACCEPT
       1657.199       2.245937       0.374326  ACCEPT
       1659.445       2.460312       0.366633  ACCEPT
       1661.905       2.706365       0.631214  ACCEPT
       1664.612       2.670506       1.035047  REJECT
       1664.612       2.386954       0.536081  ACCEPT
       1666.999       2.433552       0.492104  ACCEPT
       1669.432       2.523897       0.560811  ACCEPT
       1671.956       2.550063       0.684813  ACCEPT
       1674.506       2.475592       0.705042  ACCEPT
       1676.982       2.389343       0.585369  ACCEPT
       1679.371       2.393509       0.487805  ACCEPT
       1681.765       2.486729       0.508300  ACCEPT
       1684.251       2.562400       0.636032  ACCEPT
       1686.814       2.524606       0.735568  ACCEPT
       1689.338       2.416082       0.654995  ACCEPT
       1691.755       2.366500       0.511698  ACCEPT
       1694.121       2.435265       0.471234  ACCEPT
       1696.556       2.547659       0.567435  ACCEPT
       1699.104       2.568034       0.724011  ACCEPT
       1701.672       2.465439       0.729261  ACCEPT
       1704.137       2.363525       0.567781  ACCEPT
       1706.501       2.382135       0.459666  ACCEPT
       1708.883       2.504497       0.499078  ACCEPT
       1711.388       2.590176       0.666510  ACCEPT
       1713.978       2.528194       0.779931  ACCEPT
       1716.506       2.391342       0.654275  ACCEPT
       1718.897       2.342784       0.481288  ACCEPT
       1721.240       2.440584       0.448612  ACCEPT
       1723.681       2.578470       0.579924  ACCEPT
       1726.259       2.587798       0.776903  ACCEPT
       1728.847       2.449624       0.755486  ACCEPT
       1731.297       2.331829       0.542974  ACCEPT
       1733.628       2.371284       0.427722  ACCEPT
       1736.000       2.529261       0.491722  ACCEPT
       1738.529       2.623568       0.709946  ACCEPT
       1741.153       2.528656       0.835241  ACCEPT
       1743.681       2.359228       0.647602  ACCEPT
       1746.040       2.316065       0.445005  ACCEPT
       1748.356       2.450870       0.425019  ACCEPT
       1750.807       2.617467       0.600595  ACCEPT
       1753.425       2.608599       0.847557  ACCEPT
       1756.033       2.426699       0.782207  ACCEPT
       1758.460       2.294004       0.510251  ACCEPT
       1760.754       2.362000       0.392952  ACCEPT
       1763.116       2.562445       0.487473  ACCEPT
       1765.679       2.662605       0.770702  ACCEPT
       1768.341       2.524481       0.902698  ACCEPT
       1770.866       2.319028       0.632971  ACCEPT
       1773.185       2.287030       0.403928  ACCEPT
       1775.472       2.467479       0.401523  ACCEPT
       1777.939       2.665347       0.632189  ACCEPT
       1780.605       2.629220       0.940436  ACCEPT
       1783.234       2.395541       0.807038  ACCEPT
       1785.629       2.250439       0.470032  ACCEPT
       1787.880       2.355506       0.356958  ACCEPT
       1790.235       2.604974       0.487669  ACCEPT
       1792.840       2.706579       0.853675  ACCEPT
       1795.547       2.514229       0.982287  ACCEPT
       1798.061       2.270909       0.609069  ACCEPT
       1800.332       2.256882       0.360259  ACCEPT
       1802.589       2.491314       0.379381  ACCEPT
       1805.080       2.721798       0.677426  ACCEPT
       1807.802       2.648049       1.059237  REJECT
       1807.802       2.355971       0.534300  ACCEPT
       1810.158       2.403562       0.455644  ACCEPT
       1812.561       2.531469       0.527372  ACCEPT
       1815.093       2.589356       0.705057  ACCEPT
       1817.682       2.499133       0.770924  ACCEPT
       1820.181       2.369353       0.610890  ACCEPT
       1822.551       2.353312       0.460793  ACCEPT
       1824.904       2.472981       0.464051  ACCEPT
       1827.377       2.595076       0.624692  ACCEPT
       1829.972       2.566017       0.798018  ACCEPT
       1832.538       2.416014       0.713922  ACCEPT
       1834.954       2.326011       0.504407  ACCEPT
       1837.280       2.400480       0.426714  ACCEPT
       1839.681       2.561611       0.529298  ACCEPT
       1842.242       2.618277       0.758031  ACCEPT
       1844.861       2.490696       0.815624  ACCEPT
       1847.351       2.334883       0.592924  ACCEPT
       1849.686       2.332963       0.424801  ACCEPT
       1852.019       2.491801       0.447034  ACCEPT
       1854.511       2.634437       0.658676  ACCEPT
       1857.145       2.577484       0.868192  ACCEPT
       1859.723       2.386247       0.723514  ACCEPT
       1862.109       2.291229       0.467482  ACCEPT
       1864.400       2.400811       0.395934  ACCEPT
       1866.801       2.600614       0.536704  ACCEPT
       1869.402       2.650766       0.830500  ACCEPT
       1872.052       2.475974       0.866869  ACCEPT
       1874.528       2.292967       0.566345  ACCEPT
       1876.821       2.312193       0.385272  ACCEPT
       1879.134       2.518333       0.431360  ACCEPT
       1881.652       2.681560       0.707485  ACCEPT
       1884.333       2.586346       0.957631  ACCEPT
       1886.920       2.347953       0.727050  ACCEPT
       1889.268       2.252263       0.424625  ACCEPT
       1891.520       2.405805       0.364706  ACCEPT
       1893.926       2.649198       0.551396  ACCEPT
       1896.575       2.685742       0.927641  ACCEPT
       1899.261       2.453753       0.922947  ACCEPT
       1901.715       2.244078       0.530992  ACCEPT
       1903.959       2.292254       0.344356  ACCEPT
       1906.251       2.553311       0.418162  ACCEPT
       1908.804       2.735756       0.774826  ACCEPT
       1911.540       2.591069       1.068174  REJECT
       1911.540       2.301405       0.534272  ACCEPT
       1913.841       2.347919       0.397307  ACCEPT
       1916.189       2.541560       0.469581  ACCEPT
       1918.731       2.660730       0.737517  ACCEPT
       1921.392       2.545006       0.905600  ACCEPT
       1923.937       2.336383       0.664714  ACCEPT
       1926.273       2.281706       0.418532  ACCEPT
       1928.555       2.444311       0.393785  ACCEPT
       1930.999       2.650618       0.598900  ACCEPT
       1933.650       2.643132       0.917173  ACCEPT
       1936.293       2.420311       0.837333  ACCEPT
       1938.713       2.257013       0.496775  ACCEPT
       1940.970       2.336386       0.359617  ACCEPT
       1943.306       2.579996       0.464071  ACCEPT
       1945.886       2.707351       0.811162  ACCEPT
       1948.594       2.540771       0.992737  ACCEPT
       1951.135       2.290030       0.648192  ACCEPT
       1953.425       2.247724       0.374187  ACCEPT
       1955.672       2.462452       0.368314  ACCEPT
       1958.135       2.706242       0.634058  ACCEPT
       1960.841       2.667984       1.033923  REJECT
       1960.841       2.385218       0.536207  ACCEPT
       1963.226       2.431667       0.489955  ACCEPT
       1965.658       2.524151       0.558611  ACCEPT
       1968.182       2.552325       0.685703  ACCEPT
       1970.734       2.477144       0.708742  ACCEPT
       1973.211       2.388340       0.587087  ACCEPT
       1975.600       2.391102       0.486348  ACCEPT
       1977.991       2.485714       0.505508  ACCEPT
       1980.477       2.564178       0.635054  ACCEPT
       1983.041       2.527135       0.738919  ACCEPT
       1985.568       2.416304       0.658518  ACCEPT
       1987.984       2.364180       0.511527  ACCEPT
       1990.348       2.433041       0.468529  ACCEPT
       1992.781       2.548266       0.564868  ACCEPT
